word,orig,Bolbol,FaBert,Hoosh
چون,9.642755684,9.642763202702607,12.064484596252441,6.726360321044922
به,4.623541511,4.623541245668212,6.149513244628906,3.5048000812530518
ذهنش,9.314072693,9.314071944644313,6.110682964324951,6.577033519744873
خطور,3.982213408,3.9822147673564667,6.008830547332764,1.9667025804519653
کرد,1.035529215,1.0355369708207294,0.213853120803833,1.7458305358886719
که,0.659382844,0.6593839307781961,3.22479510307312,0.5363244414329529
تا,8.954909446,8.954908945994157,7.837657451629639,5.865262508392334
آن,6.535785694,6.535785943373003,5.815694808959961,3.4808502197265625
لحظه,3.360439916,3.360441129897901,1.3570365905761719,1.9663939476013184
هرگز,7.135620657,7.135619995945532,4.330228328704834,5.228709697723389
خرگوشی,7.55523824,7.555242663251385,11.072958946228027,12.033805847167969
با,5.881707925,5.8817095098553756,6.829951763153076,7.135098934173584
جلیقه‌ی,5.897154847,5.897155645902994,10.700437545776367,9.469616889953613
جیب‌دار,6.969904935,6.9699100510848915,11.094505310058594,9.40430736541748
ندیده,1.975261389,1.975261727400201,1.1728625297546387,5.817032814025879
است,1.458872891,1.4588909742510892,2.4439938068389893,12.072476387023926
که,6.348189416,6.348203756207485,0.08693547546863556,9.919159889221191
یک,6.539862737,6.539862112076876,5.623790264129639,9.264570236206055
ساعت,6.268564327,6.268562772771205,4.073446750640869,13.939619064331055
جیبی,7.315185691,7.315194131848777,11.439592361450195,11.7872896194458
از,5.458059721,5.458060311219431,0.0017139690462499857,6.556862831115723
جلیقه‌ی,2.935467387,2.9354710061367038,6.827990531921387,12.734359741210938
خود,3.021451435,3.02145073701623,1.8729891777038574,5.738018989562988
در,4.143267498,4.143265884017322,1.5067591667175293,6.91256046295166
آورد,2.896629902,2.896633744616354,1.6008278131484985,13.070162773132324
ودرحالیکه,7.01344956,7.013455277587659,17.565187454223633,15.711430549621582
داشت,8.252059563,8.25205966543732,2.722027540206909,11.098397254943848
از,3.607164429,3.607166656011568,0.0049830046482384205,7.538949489593506
کنجکاوی,13.23602067,13.236020977169062,6.741039276123047,19.22205352783203
می‌‌میرد,6.678682034,6.67868631660281,10.753327369689941,13.014912605285645
از,4.552095622,4.552097513553912,0.0035188046749681234,7.47774600982666
جا,3.79177502,3.79177561581617,1.0259218215942383,7.950778961181641
پرید,0.208461088,0.20847122224631606,0.15435263514518738,13.472874641418457
و,1.518547781,1.5185490131043158,3.154595375061035,8.23336124420166
خرگوش,11.10809358,11.108086629862646,5.251985549926758,11.34603500366211
را,0.703366325,0.7033702456743983,0.7169088125228882,7.751165390014648
دنبال,8.225217866,8.225220077303836,6.0876688957214355,7.874251842498779
کرد,0.822613008,0.82261802659991,0.04443586245179176,10.236064910888672
تا,4.770086173,4.770087932613513,0.054777707904577255,6.910748481750488
اینکه,1.576058673,1.576057775662113,1.9491490125656128,17.750076293945312
خرگوش,4.763161567,4.763163756501951,4.976372241973877,16.95391845703125
نزدیک,9.117346597,9.117347342961382,7.028701305389404,8.157209396362305
پرچین,16.74811414,16.748115004683292,13.505480766296387,12.946016311645508
به,8.35155058,8.351550470530105,0.01802341267466545,7.172141075134277
درون,7.072276011,7.072279085019834,7.45713996887207,9.198925971984863
لانه‌ی,2.940432753,2.9404356572845587,9.506257057189941,10.069005012512207
بزرگی,11.20817397,11.208179829365285,7.687432289123535,6.624820232391357
رفت,1.04349294,1.043501625474649,1.9655817747116089,9.654484748840332
و,0.773005938,0.773012990915185,3.560345411300659,5.632339000701904
ناپدید,12.54871945,12.548719955237033,8.317619323730469,10.649385452270508
شد,0.08295459,0.08296807009476441,0.03912677243351936,10.630178451538086
لحظه‌ای,4.574883211,4.574891200478204,10.316871643066406,6.599819183349609
بعد,8.570650729,8.57065238880477,3.35786771774292,12.413395881652832
آلیس,18.64680551,18.64680793588491,14.334329605102539,13.074996948242188
بی‌ آنکه,9.240243463,7.564731564498869,10.619047164916992,2.383378505706787
حتی,5.432754341,11.15624826592827,8.337785720825195,9.75528335571289
یک,2.208790302,8.963313578504387,7.715580463409424,7.601256847381592
بار,3.572743047,10.682032248953627,8.584613800048828,6.330598831176758
هم,3.091131905,8.476607105316571,9.028501510620117,6.535107612609863
به,2.735207656,5.192782867194482,7.931271076202393,9.63585376739502
بیرون,11.47163162,12.632799769900014,10.281391143798828,9.202186584472656
آمدن,9.155410881,18.531494404466052,10.425674438476562,9.24814510345459
خود,6.157638626,8.860830270245007,9.918661117553711,5.461526870727539
فکر,2.500975911,13.46507403801417,9.407722473144531,9.119233131408691
کند,0.275628333,13.039113632702314,10.290596008300781,13.30605697631836
به,3.237383572,5.192782867194482,7.931271076202393,9.63585376739502
دنبال,6.962872688,7.047011313386789,5.957086086273193,9.018953323364258
خرگوش,10.14717297,16.168615142194454,11.49359130859375,4.085913181304932
به,6.998867079,5.192782867194482,7.931271076202393,9.63585376739502
درون,5.376917477,12.750342401280294,10.740741729736328,8.623746871948242
سوراخ,7.142337006,16.0765549009538,10.9906005859375,4.356963634490967
رفت,2.760812162,12.557230600634266,8.012247085571289,10.572286605834961
لانه‌ی,7.178221562,7.178221685485798,14.20358657836914,6.132441520690918
خرگوش,7.098138494,7.098138493760115,5.3787126541137695,13.284223556518555
اول,14.43431902,14.434317746372203,8.160261154174805,13.363877296447754
مثل,13.38059561,13.380599756196714,11.938994407653809,9.906786918640137
تونل,13.7593829,13.759385662203085,9.73631763458252,10.15125846862793
مستقیمی,22.26887802,22.268872734686376,13.425137519836426,14.133021354675293
بود,3.630205392,3.6302035284534795,1.1223175525665283,8.239361763000488
و,6.060921406,6.060928402435931,3.4725053310394287,3.945173978805542
بعد,4.527829282,4.527828413776847,0.9189338088035583,8.856292724609375
یک دفعه,8.621005063,8.9633207880927,7.715580463409424,7.601256847381592
رو,8.57212223,10.118480183803783,8.579486846923828,7.140476226806641
به,0.272848987,5.192782867194482,7.931271076202393,9.63585376739502
پایین,4.913867015,15.423202448567695,9.009134292602539,10.55911922454834
سرازیر,5.187501168,17.647777510717905,11.289648056030273,5.803765773773193
شد,0.292635601,10.62553171382361,8.801704406738281,12.35096263885498
چنان,10.39338571,10.393390224746778,10.132255554199219,10.46082878112793
غافلگیرکننده,10.48799916,10.48799945221938,10.992330551147461,12.623257637023926
بود,1.885285264,1.8852893938327837,2.3684091567993164,9.520846366882324
که,0.124232372,0.12425102348203573,2.7223551273345947,8.47964859008789
آلیس,16.71294318,16.712946141219778,13.668862342834473,8.193809509277344
حتی,10.6220725,10.622071965752252,5.445237636566162,7.070688247680664
مجال,12.23391336,12.233915580412619,9.677525520324707,7.26397705078125
توقف,11.48360118,11.483606593674299,6.850310325622559,7.630880355834961
پیدا,5.587429249,5.5874332541853775,4.936587810516357,9.97288990020752
نکرد,0.158066492,0.15807829352787575,0.24820710718631744,15.331050872802734
و,1.698151488,1.6981623701906148,4.2444658279418945,8.808835983276367
به,3.317600715,3.317600607416947,2.7397525310516357,8.12397575378418
جایی,10.97977979,10.979781315755444,6.649152755737305,10.639114379882812
شبیه,13.92847119,13.928476916697987,6.905431747436523,10.645302772521973
چاهی,14.57182528,14.57182821875782,11.5640287399292,7.370833396911621
بسیار,11.25106051,11.251061536752662,8.712100982666016,8.056365966796875
عمیق,0.336121849,0.33613509269672953,0.752203106880188,8.12675952911377
سقوط,5.09385045,5.093853662073036,3.418811798095703,13.28127384185791
کرد,0.036541893,0.03655309363880552,0.2898596227169037,12.905242919921875
یا,9.473119577,9.473120054802434,6.974678039550781,8.528487205505371
چاه,15.96247583,15.962479018761,14.062446594238281,4.787691116333008
زیادی,16.06050472,16.060502745627563,12.678266525268555,9.17003059387207
عمیق,10.64319129,10.643191017507437,4.719146251678467,7.486538410186768
بود,4.218773676,4.218773275844274,2.259286403656006,9.107741355895996
یا,5.375196402,5.375196848399567,7.235959053039551,7.978673934936523
او,9.655816401,9.655817077997254,6.8606133460998535,7.697553634643555
خیلی,7.433856864,7.433854076103716,6.3025970458984375,3.736396312713623
کند,10.75397504,10.753971120358662,7.404941558837891,9.48652458190918
افتاد,13.23408579,13.234084777022304,7.013275623321533,9.73210334777832
چون,9.524908574,9.524906099744438,11.519624710083008,6.996464252471924
در,4.77694987,4.776948249587977,6.974801540374756,8.353372573852539
حین,7.645936831,7.645938579876528,7.9613728523254395,10.08398151397705
پایین,9.115781401,9.11578056221136,7.27200174331665,6.631808757781982
آمدن,1.063887432,1.0638913873157994,0.4112592339515686,9.300134658813477
کلی,14.45011547,14.450115825564817,10.068876266479492,8.038643836975098
وقت,10.43067548,10.430674209990341,6.359492778778076,7.653863906860352
داشت,3.076847184,3.076845642598437,2.0195798873901367,8.87143325805664
به,5.914236944,5.9142419673971975,11.306591033935547,8.83515453338623
اطراف,6.652900163,6.652901109802414,7.145810604095459,7.408979415893555
خود,4.421597132,4.421604848712177,7.938074111938477,9.044174194335938
نگاه,0.206341329,0.20635402802698982,0.711003839969635,11.606223106384277
کند,0.719012789,0.7190215649816037,6.775623321533203,11.249434471130371
و,1.979107017,1.979116679185336,2.9718573093414307,7.880244255065918
از,4.129021095,4.1290210950217885,4.377197742462158,8.05642032623291
آنچه,8.663600227,8.663599954719764,6.705306529998779,9.398502349853516
هر,11.95050388,11.950508034767404,10.667850494384766,11.697609901428223
لحظه,2.871799838,2.871801254548852,2.383650541305542,8.524779319763184
اتفاق,4.936553568,4.936554390772042,5.9566450119018555,10.689332962036133
می‌افتاد,0.085268303,0.08527596668604627,1.1655333042144775,6.407684326171875
متعجب,7.337606735,7.337609451274889,6.988509178161621,23.205184936523438
شود,2.201437625,2.20144167905865,0.981930136680603,10.307296752929688
اول,12.79751055,12.797509650326012,6.69135046005249,9.022479057312012
سعی,17.9346483,17.934652733218435,11.475910186767578,12.971467971801758
کرد,1.538823969,1.5388262175346663,4.914884090423584,9.845654487609863
به,4.274653298,4.274654026650814,5.098986625671387,8.373964309692383
پایین,10.51638753,10.516387649317217,8.4180908203125,6.105044364929199
نگاه,2.664966681,2.664968862211855,2.9687340259552,9.782779693603516
کند,0.643260183,0.6432749571438442,1.2354174852371216,11.467933654785156
و,2.250836618,2.250839687698143,4.19767427444458,7.583557605743408
بفهمد,13.67289832,13.67289585573233,9.085212707519531,10.173946380615234
به,7.141708378,7.141709706475829,0.011109260842204094,9.028183937072754
کجا,4.777491323,4.777491912683172,1.1834909915924072,9.094209671020508
میرود,7.801308575,7.8013094742733005,11.78870677947998,11.3353271484375
اما,9.801781896,9.801778898216682,5.837794303894043,6.328275680541992
آنقدر,10.96798337,10.967982699929603,9.993255615234375,8.708691596984863
تاریک,13.66801086,13.668010724826447,6.680039882659912,6.900756359100342
بود,2.251670979,2.2516718999948258,2.393639087677002,10.550561904907227
که,0.113521675,0.11353953668276849,1.810776710510254,8.405448913574219
نمی‌توانست,2.163907702,2.1639123842116588,6.244307518005371,8.26427173614502
چیزی,5.454916515,5.454918990246256,5.633006572723389,17.310680389404297
ببیند,2.693062199,2.69307373766996,0.8689988851547241,3.9000861644744873
بعد,9.932791498,9.932789856647668,8.236991882324219,8.482380867004395
به,8.087011194,8.08701101147226,8.394699096679688,8.765778541564941
دو,9.119360102,9.119361409836296,8.016351699829102,8.386119842529297
طرف,6.838152933,6.838153855394046,3.677365303039551,7.802960395812988
چاه,12.33644711,12.336454816381831,10.609936714172363,5.739834785461426
نگاهی,7.180744451,7.180743963339441,4.854351997375488,10.850096702575684
انداخت,0.790678872,0.7906883922250677,0.8344805240631104,9.651283264160156
و,0.709203777,0.7092054638296995,4.702305793762207,8.294605255126953
متوجه,6.310420084,6.3104208308881375,9.340492248535156,10.776276588439941
شد,0.421051524,0.421053941323222,0.34584277868270874,11.259567260742188
که,0.726009953,0.7260139354882111,1.7796666622161865,6.780798435211182
دیواره‌های,4.329118376,4.3291235873091685,11.591967582702637,5.225305080413818
چاه,1.105503322,1.1055044323030618,6.184821605682373,8.12207317352295
پر,5.309797896,5.309798109047001,6.251730918884277,6.297504901885986
بود,10.49502927,10.495045875605308,5.818714618682861,10.526554107666016
از,1.403395853,1.4034018806340036,9.978316307067871,0.28361713886260986
گنجه,15.90391415,15.903914154651257,15.125358581542969,18.975955963134766
و,3.166931183,3.1669334036495016,3.747255802154541,9.799446105957031
قفسه‌های,3.297691901,3.2976973753547902,9.654829025268555,6.711337566375732
کتاب,2.418979793,2.418981287495539,2.873507499694824,5.9731645584106445
همه,9.658902274,9.658902681312016,8.224035263061523,11.1500244140625
جا,4.578535443,4.578537112113165,3.0950212478637695,7.5298967361450195
پر,5.52661443,5.526615421034386,5.465117931365967,7.182504653930664
از,2.202547744,2.2025471501836607,3.0437426567077637,6.600358486175537
نقشه‌ها,5.942895037,5.942899246227654,14.916933059692383,6.376025676727295
و,0.840551297,0.840557456835451,3.990483522415161,7.066177845001221
عکس‌هایی,4.61553261,4.615539184180849,10.53859806060791,9.356427192687988
بود,2.886640781,2.8866465050046655,2.986809253692627,8.801456451416016
که,0.031125826,0.03114489363014918,1.2232025861740112,10.738862037658691
به,4.299324076,4.299323758956254,4.272401809692383,11.47285270690918
میخهای,10.3429063,10.342905358206044,12.448766708374023,12.436148643493652
چوبی,4.291148495,4.291149652342702,2.8711047172546387,16.579858779907227
آویزان,3.71629624,3.7162965230333986,1.8970904350280762,11.856573104858398
کرده,5.284419807,5.284433526711712,5.0511298179626465,12.115655899047852
بودند,0.355907512,0.3559211580294734,0.23228563368320465,6.363659858703613
همانطور,13.62201744,13.622017042430668,18.76036834716797,12.280755996704102
که,0.580195245,0.5801976872618457,0.6244654655456543,9.583182334899902
می‌گذشت,5.646870926,5.646877722729894,11.839837074279785,11.43920612335205
از,4.631125512,4.631126844193837,7.778731822967529,18.052122116088867
یکی,10.53397459,10.53397209579519,10.565616607666016,5.474384784698486
از,0.238502129,0.23851105673657672,3.340686798095703,8.677875518798828
قفسه‌ها,4.465299749,4.465308364469788,8.721138000488281,10.450602531433105
کوزه‌ای,4.841821828,4.841827148849883,11.390670776367188,11.837220191955566
برداشت,4.286554223,4.286556950484931,0.6992334723472595,10.23688793182373
رویش,17.9910522,17.991052031717313,10.147945404052734,7.504092693328857
نوشته,9.605325622,9.605325360646795,9.708669662475586,6.3984503746032715
بود,2.517870184,2.5178703070836144,0.7957240343093872,1.8922746181488037
مارمالاد,8.765922278,8.76592530329879,16.574752807617188,12.830029487609863
پرتقال,14.6561901,14.656193084049931,6.499577045440674,12.370673179626465
اما,9.801781896,9.801778898216682,5.837794303894043,6.328275680541992
وقتی,6.54493722,6.544937471065713,7.304886341094971,8.17209243774414
دید,6.605202787,6.605202917874866,6.336130619049072,7.683351039886475
خالی,14.41568487,14.415684528426498,9.908574104309082,7.19599723815918
است,2.981479394,2.981478375154444,2.0342695713043213,9.649331092834473
کلی,11.70870408,11.708702669905907,11.713321685791016,7.809632778167725
مایوس,13.27210031,13.272102597786102,10.63698959350586,14.27031135559082
شد,0.495411804,0.49542271451755426,0.27683648467063904,10.344239234924316
از,5.787661848,5.787658433879355,7.5688018798828125,8.47323989868164
ترس,9.596768571,9.59676583970139,6.302379608154297,6.804894924163818
اینکه,3.963403114,3.9634052938603923,5.941087245941162,8.288328170776367
مبادا,1.91804739,1.918046740225554,0.5351349115371704,5.724595546722412
کسی,5.815049464,5.815049312927912,3.5986831188201904,6.653045654296875
